-0.4063,0.2418,0.4098,0.0824,-0.0686,-0.4374,0.3704,0.3621,-0.3917,0.4079
0.2428,-0.3370,-0.2022,0.3918,-0.0675,0.0294,-0.4328,-0.2868,0.1329,0.4531
-0.6467,-0.2765,0.0255,-0.6300,-0.3594,-0.6113,-0.2267,-0.2800,-0.2380,-0.0797
-0.8104,-0.7441,-0.9951,-0.5009,-1.2985,-0.8198,-1.2280,-1.0451,-0.7755,-1.1467
-1.6526,-1.5880,-1.5129,-1.2584,-1.5886,-1.6802,-1.4124,-1.9255,-1.6023,-1.6665
-4.4004,-4.5498,-5.2706,-4.3684,-4.3659,-5.1551,-5.0273,-4.6700,-4.6911,-4.4610
-0.5498,-0.0313,0.2100,0.0926,0.2107,0.1373,0.2453,-0.1375,0.4302,-0.0705
0.1194,-0.0318,-0.5438,-0.1508,0.1720,-0.3148,-0.2652,-0.1288,0.2469,-0.0315
-0.9273,-0.5644,-0.5230,-0.8000,-0.7136,-1.0846,-1.3043,-0.9355,-0.8572,-0.9236
-1.0899,-1.5345,-1.2949,-0.9965,-1.5675,-1.0489,-1.3234,-0.5968,-0.8220,-1.3429
-9.2228,-9.2352,-9.5473,-9.2801,-9.3015,-9.6431,-9.8391,-9.0294,-9.2805,-9.8024
-2.0642,-2.3986,-2.5412,-2.4181,-2.7943,-2.1990,-2.9927,-2.7519,-2.8385,-2.1783
0.3522,0.3321,-0.0606,0.4375,-0.1602,0.0531,-0.0357,0.3644,0.2897,0.3702
-3.5737,-3.5454,-3.8135,-4.2114,-3.4370,-3.5604,-3.5785,-4.2401,-3.9428,-3.5528
-1.7645,-1.7265,-2.0035,-2.0666,-2.3988,-2.1109,-1.7349,-1.9285,-2.2282,-1.4714
0.0802,-0.4614,-0.4903,-0.0105,-0.8137,-0.5340,-0.6760,-0.5396,-0.3896,-0.4469
-3.8234,-3.5545,-3.4286,-3.2315,-3.8423,-3.9045,-4.0097,-3.2498,-3.7785,-3.6085
-0.3832,0.1819,0.3532,0.1079,0.3734,0.0604,0.2282,-0.3293,0.1792,-0.3942
-0.5033,-0.4668,-0.7588,-0.0347,-0.6218,-0.2429,-0.0582,-0.0202,-0.4667,-0.6176
-0.4909,-0.2226,-0.5340,-0.2821,-0.2182,-0.3851,-0.5282,0.0609,-0.3835,0.1980
0.3150,-0.5738,0.0360,-0.3357,-0.1732,-0.4270,-0.3646,-0.5773,0.1977,-0.0373
-0.3316,-0.5125,-0.0228,-0.0086,-0.5027,-0.4487,0.1599,0.1899,-0.1627,0.1172
-1.9712,-2.1979,-1.8501,-1.7768,-2.0659,-1.9690,-2.3516,-2.2498,-2.4902,-2.0289
-1.2311,-1.8484,-1.3692,-1.0269,-1.7237,-1.3621,-1.4352,-1.0102,-1.8192,-1.3181
-0.4260,0.0899,0.0590,-0.1670,0.2988,0.2045,-0.4890,0.1529,0.3924,-0.1226
0.4420,0.2660,-0.3915,0.4034,-0.1796,0.1751,-0.4497,0.3595,-0.2712,-0.2084
-1.2954,-1.3485,-1.0531,-1.3828,-1.2926,-1.4267,-1.0764,-0.7807,-0.9435,-0.6474
-0.7772,-1.0911,-1.2056,-0.9510,-0.4636,-0.5214,-0.9799,-1.2258,-1.2142,-0.6698
-0.9623,-0.5990,-0.8152,-0.6511,-0.9783,-0.9156,-0.6944,-0.4037,-0.1203,-0.2434
0.0834,0.1050,-0.0290,-0.2433,-0.5411,0.1028,0.0666,-0.0080,-0.5460,-0.4405
-1.3635,-1.0834,-1.2643,-1.3802,-1.1054,-1.6834,-1.3823,-0.8054,-1.6390,-1.6482
0.2636,0.3143,-0.0709,0.2095,0.3066,0.3708,-0.3064,0.0577,-0.4140,-0.4542
-0.5685,-0.1502,-0.0190,-0.3298,-0.2230,-0.2571,-0.5927,-0.1132,-0.6382,-0.1933
-3.3990,-3.4572,-3.8144,-3.7277,-3.9019,-3.8033,-3.2512,-3.1944,-3.6617,-3.7021
-0.8378,-0.7454,-1.2667,-0.7918,-0.3178,-1.1326,-0.6106,-1.2655,-1.0663,-0.4405
-1.0217,-0.5531,-0.6212,-0.8870,-0.6746,-1.1866,-1.1693,-1.4958,-0.5610,-0.7147
-0.4289,-0.2394,-0.6702,-0.2495,-0.6103,-0.2652,0.1133,-0.2258,-0.5249,0.0915
-0.2299,-0.2362,0.1250,0.3375,0.1519,0.0350,0.0188,-0.4110,0.2772,-0.0550
0.1743,-0.5817,-0.7012,-0.2311,0.0026,-0.5376,-0.5496,0.0467,-0.3828,0.1481
-0.4592,-0.2812,0.2304,0.1545,-0.4170,0.2615,0.3687,-0.1345,-0.4189,0.3823
-1.7666,-1.4646,-1.1382,-1.7359,-1.4080,-1.1117,-1.0196,-1.3843,-1.6590,-1.4931
0.1470,-0.3408,-0.1545,-0.4788,-0.5005,-0.5383,-0.1582,-0.3910,-0.0693,0.1511
-0.0021,0.1149,-0.4447,-0.4760,-0.0165,-0.2525,0.2757,-0.3772,-0.3941,-0.1708
0.2384,0.1621,-0.5320,-0.3204,-0.0904,-0.3375,0.0303,0.1622,0.1233,-0.0637
-0.2520,-0.5535,-0.6920,0.0710,0.1906,-0.4104,0.1770,-0.6337,-0.6735,-0.4829
0.2781,0.1549,-0.0532,-0.4519,-0.0002,0.3145,-0.5444,-0.5517,-0.5149,0.0516
-5.3887,-5.7236,-5.0245,-5.3763,-5.4365,-5.3941,-5.1580,-5.8499,-5.8594,-5.0411
-1.5815,-1.6112,-1.2573,-1.4853,-1.1203,-1.4348,-1.1089,-1.3311,-1.0707,-1.0407
-4.7931,-4.1880,-4.1277,-4.9451,-4.7240,-4.3175,-4.8408,-4.3128,-4.8090,-4.0740
-0.2034,0.1404,-0.0065,0.2410,-0.4224,0.0123,0.1471,-0.2506,0.2628,-0.4005
0.2423,0.3182,0.1113,-0.2458,-0.0495,-0.0720,-0.3920,0.3409,-0.1338,-0.3988
-0.3688,0.2609,-0.2653,-0.5435,-0.4983,-0.2404,0.0146,-0.4718,0.1241,0.3741
-0.6487,-1.0335,-0.1992,-0.8669,-0.3833,-0.5203,-0.4616,-0.1096,-0.1739,-0.9084
-0.1517,0.3699,0.1274,0.0801,-0.0673,0.0813,0.3987,-0.4269,0.0262,0.2480
-0.6872,0.1179,-0.5955,-0.5727,0.0261,-0.2574,-0.2646,0.1027,-0.0696,0.0081
-0.7474,0.1165,-0.4158,0.0813,-0.3040,-0.4398,-0.1222,-0.7683,-0.3376,0.0032
0.2547,0.0824,0.1076,-0.1326,0.0803,-0.0681,-0.5638,-0.1097,0.0514,-0.6375
-0.0828,-0.7257,0.1637,-0.4815,-0.6349,-0.0333,-0.3009,0.2525,-0.3729,-0.0619
-0.4850,-0.6985,-0.1744,-0.4334,-0.2143,-0.7054,-0.3984,-0.4255,0.0555,0.1649
-1.1508,-1.2620,-0.3228,-1.2318,-0.4778,-0.9147,-0.9833,-0.4448,-0.9882,-0.8127
-0.7492,0.1250,-0.6505,-0.0354,-0.3984,-0.3565,-0.0752,-0.6981,-0.6944,-0.5321
-0.1566,0.4056,0.3759,-0.2933,0.0627,0.1602,-0.3689,-0.2451,0.2530,0.4412
-0.1569,-0.2817,-0.8124,-0.9667,-0.5153,-0.9517,-0.9067,-0.5254,-0.1550,-0.9145
-0.3368,-0.4383,-0.1925,-0.6637,-0.3209,-0.4029,-0.9770,-0.4523,-0.6672,-0.2187
-0.6021,-0.5559,0.1447,0.1118,0.0069,0.0632,-0.5046,0.1543,-0.0788,-0.0727
-0.0789,0.4118,-0.2578,0.0440,0.1266,0.1604,-0.3351,-0.4600,-0.0781,0.4300
-0.1995,-0.0232,0.2328,-0.6010,0.3664,-0.2657,0.0665,-0.5272,-0.5160,0.1667
-0.4167,0.1953,-0.5848,-0.1509,-0.0385,-0.6618,-0.2517,-0.5388,-0.1539,-0.0992
-0.0699,-0.2219,-0.1872,0.0621,-0.1131,-0.5455,-0.1960,0.0434,0.0755,-0.2725
-0.7530,-0.8546,-1.0706,-0.7650,-0.6779,-1.0385,-0.7295,-0.9479,-0.7826,-0.9154
-0.1724,-0.7104,-0.7354,-0.9341,-0.1184,-0.1225,-0.2896,-0.3017,-0.4342,-0.7110
-0.8390,-0.7979,-0.0890,-0.5817,-0.7862,-0.7294,-0.8608,-0.0158,-0.2288,-0.7183
-0.6596,-0.2328,-0.2347,-0.6216,-0.3053,-0.2624,-0.0867,-0.6592,-0.7730,-0.0528
-0.0373,-0.1225,-0.0738,-0.2521,0.2393,0.2095,-0.3791,-0.4468,-0.3431,0.2452
-0.1637,-0.0797,0.2934,-0.3418,-0.2541,0.0713,0.2423,-0.2649,0.1631,-0.3177
-1.4540,-1.5872,-1.4472,-0.8915,-1.3734,-0.8920,-1.0310,-1.3322,-1.1467,-1.6184
-0.6511,0.2485,-0.0575,-0.3063,-0.6349,-0.1969,-0.3191,0.0044,-0.1135,-0.5755
-0.2090,0.2828,0.3672,-0.2721,0.1037,-0.1811,-0.1012,-0.0529,-0.0989,0.1025
-1.3896,-0.9546,-0.5911,-1.4857,-1.3546,-1.3665,-1.0717,-0.7289,-0.7219,-0.7064
0.0423,0.4178,-0.0894,0.2844,-0.1753,0.4353,0.1225,-0.2366,0.2216,-0.3423
-0.4262,-0.5749,0.2681,-0.0899,-0.0815,0.3089,0.3685,-0.0036,-0.4038,-0.1634
0.3198,-0.0579,0.2834,-0.5620,-0.2472,-0.0498,-0.3257,0.0530,-0.3758,0.1038
-0.1301,0.1143,0.1103,-0.3377,-0.3446,-0.1745,0.2335,-0.0922,0.0933,-0.0584
-0.5517,-0.6465,-1.4001,-1.2454,-0.9189,-1.0321,-0.8395,-0.8239,-1.0575,-1.0168
0.1257,-0.8674,-0.4478,-0.4547,-0.4755,-0.5548,-0.3709,-0.0124,-0.0790,-0.1293
-0.5271,-0.2120,-0.1814,0.2079,-0.2950,-0.3755,0.0635,-0.5240,0.0718,0.1312
-0.7792,-0.4188,-0.7034,-0.5094,-0.5025,0.1553,0.1839,-0.0125,-0.4731,0.0704
0.3310,-0.1170,-0.4007,-0.4159,-0.1959,-0.3666,-0.0025,0.3964,-0.1317,-0.2391
0.4631,-0.1951,0.3859,0.0989,-0.0264,0.2576,0.3462,0.2261,-0.1165,-0.4620
-1.1845,-1.1552,-1.2113,-0.7988,-0.6465,-0.4334,-1.2053,-0.7070,-0.3167,-0.6854
0.0548,-0.4110,-0.6171,-0.1060,-0.1533,-0.0896,-0.1929,-0.0704,-0.3444,0.0330
-2.3669,-2.2833,-1.4429,-1.6317,-1.4152,-1.4841,-1.9119,-2.0002,-1.8439,-1.5338
0.1326,0.1871,-0.4499,-0.5567,-0.6357,0.2261,-0.4783,0.1047,-0.2491,0.2049
-0.3449,-0.7631,-0.7190,-0.4690,-0.8016,-0.4442,-0.7332,-0.7069,-0.0420,-0.6515
-0.9030,-1.1915,-0.9486,-0.7074,-1.3661,-1.5454,-1.4847,-1.4143,-0.8944,-1.1337
-0.6321,-0.5585,-0.2497,-0.3980,-0.5653,-0.8289,-0.6368,-0.6164,-0.2405,-0.8396
0.2376,0.0737,-0.5461,0.2561,-0.4578,0.1744,0.0089,0.1906,-0.5436,0.2391
-0.4742,-0.8204,-0.8001,-1.0768,-0.6126,-0.3956,-0.4912,-0.3660,-0.8159,-0.3830
-0.7687,-0.0891,-0.2454,-0.6279,-0.3364,-0.1046,-0.2389,-0.5348,-0.2029,-0.6800
-0.8657,-0.1366,-0.7519,-0.2401,-0.6386,-0.6750,0.0366,0.0109,-0.6243,-0.9004
-0.3209,-0.4791,-0.0187,0.2035,0.0017,0.0916,-0.2153,-0.5140,0.2240,-0.6502
-4.7464,-5.1950,-5.4075,-4.7392,-5.3872,-4.5823,-5.0724,-4.8443,-4.9578,-5.1094
0.1990,0.0069,-0.2254,0.1941,0.4085,0.0720,0.2515,-0.2631,-0.0448,-0.0214
-0.9692,-1.3444,-1.2043,-0.8422,-1.2423,-1.0345,-0.9974,-0.8182,-1.0324,-1.4298
-0.1421,0.3418,-0.5224,-0.5213,0.2065,-0.4302,-0.0919,0.3623,0.2302,0.3356
-3.3233,-3.3427,-3.6731,-3.8184,-3.1080,-3.5120,-3.4490,-3.3439,-3.9128,-3.7550
-0.0456,-0.5939,-0.1511,0.0675,0.2096,-0.6065,-0.0770,-0.4142,-0.6083,-0.5801
0.0786,-0.5133,-0.2911,-0.1972,-0.1214,-0.2551,-0.0555,-0.1566,-0.1755,0.1042
-0.2244,-0.1953,0.2045,-0.4004,0.2151,-0.0489,-0.3076,0.1982,-0.1160,-0.1827
-0.9783,-0.3138,-1.0552,-0.1540,-1.0492,-1.0307,-0.9487,-0.2519,-0.5727,-1.0544
-1.2302,-1.2389,-1.5855,-1.6015,-1.3229,-1.2291,-1.3450,-1.0775,-1.0627,-1.8228
-0.0902,0.0309,0.1128,0.0458,-0.0224,-0.4277,-0.5381,-0.5038,0.1638,-0.0049
-1.7229,-1.4910,-1.3776,-1.0818,-0.9988,-1.4958,-1.5216,-1.2503,-0.9023,-1.2188
-1.1951,-0.9557,-1.4323,-1.1670,-1.4745,-1.5173,-1.6731,-0.9564,-1.8272,-1.5986
-1.5036,-2.0219,-1.7997,-1.8975,-1.1773,-1.2139,-2.0232,-1.6171,-1.4770,-2.1003
-0.0215,-0.2295,0.0923,-0.1275,-0.2702,-0.3443,0.1629,-0.2460,-0.1222,-0.1899
-0.2700,-0.0189,-0.1984,-0.3710,-0.6129,-0.2737,-0.4849,-0.7517,-0.5253,-0.2154
-0.0850,-0.7241,-0.8958,-0.7615,-0.4283,-0.9308,-0.8100,-0.6652,-0.1073,-0.4515
-0.2056,0.3426,0.3336,-0.5389,-0.2867,-0.5705,0.2140,0.1392,0.0257,-0.3845
-3.8050,-3.0545,-3.5405,-3.1557,-3.7904,-3.8466,-3.3295,-3.6717,-3.6786,-3.4334
-0.9481,-0.8394,-0.7441,-1.0092,-0.6282,-0.6469,-0.5521,-0.9869,-0.6598,-1.0616
-0.8950,-1.3007,-0.4575,-0.4727,-1.4008,-0.9127,-1.4460,-0.7620,-1.2382,-1.2075
-6.3503,-6.2589,-6.2236,-6.2073,-6.1693,-6.4577,-5.5614,-6.0406,-5.6835,-6.2103
-1.7013,-1.9903,-1.9813,-1.5264,-1.9573,-1.5114,-2.3090,-2.0990,-1.5455,-1.8254
-4.4118,-3.9725,-4.4742,-3.6601,-4.2373,-3.4896,-4.3989,-4.1781,-3.5923,-4.3477
-0.1673,0.1964,0.2597,-0.5261,-0.2723,0.2260,-0.4433,-0.0945,0.0099,0.4012
-0.5187,-0.7226,-0.6868,-0.6784,0.0359,-0.0628,-0.1289,-0.3968,-0.3940,-0.4043
-0.5321,-0.5212,-0.2013,0.3956,-0.2969,-0.1713,0.0524,0.1418,-0.4678,-0.4183
0.2431,0.3266,-0.4933,-0.1062,-0.4103,0.3964,-0.4149,-0.4011,-0.0716,0.2693
0.1129,0.4040,0.1656,-0.0989,-0.1832,0.1940,0.3370,0.2371,0.2666,0.2539
-0.1108,-0.3883,-0.3273,-0.3780,-0.2805,-0.2842,-0.0035,-0.5287,-0.1493,0.3859
0.2359,-0.4479,-0.2339,-0.2930,0.1764,-0.3117,0.2336,-0.4151,-0.3324,0.0677
0.3232,0.4042,-0.4512,0.4572,0.0237,-0.0879,-0.1866,-0.4499,0.0542,0.4052
-2.9979,-2.8945,-2.9877,-2.5098,-2.6373,-2.2954,-2.7277,-2.2487,-2.5560,-2.8994
-7.3389,-7.2122,-7.0362,-6.4493,-7.0867,-7.2383,-6.4874,-6.5090,-6.5703,-7.1213
-0.4222,0.3610,-0.4652,-0.1775,-0.3837,-0.2058,-0.2057,0.1817,0.2796,0.3550
-4.6069,-5.4045,-4.8277,-5.4310,-5.3954,-5.0550,-5.3099,-5.2887,-4.5284,-4.5934
-4.5550,-4.3797,-4.2790,-4.5508,-4.2631,-4.1986,-4.0157,-3.7814,-4.6957,-4.3694
0.1790,-0.3248,-0.3418,-0.2428,0.0966,0.3285,0.0925,0.1527,-0.4534,-0.0881
-1.1045,-1.6454,-1.1492,-1.2563,-1.6051,-1.4896,-0.9360,-1.3216,-1.1902,-1.6903
-0.3395,-0.8386,-0.7999,-0.5123,-0.8574,-0.7718,-0.3743,-1.1094,-0.5848,-1.1179
-2.3422,-2.3103,-2.4506,-2.7515,-2.3292,-3.2072,-2.4243,-2.7191,-2.5209,-2.6912
-0.5555,0.0107,-0.0704,-0.6512,-0.7588,-0.5537,-0.5329,0.0725,-0.7946,-0.8437
-0.0199,0.1656,-0.1798,-0.3150,-0.4585,0.2679,0.2830,-0.3117,0.2619,-0.1985
